,combination_id,avg_zip_score,avg_bliss_score,avg_loewe_score,avg_hsa_score
7080,clindamyci_rifampicin,-0.7166666666666667,-0.7276666666666666,0.714,2.0306666666666664
7081,clindamyci_ruxolitini,0.39,-1.26,-26.25,-2.12
7082,clindamyci_sarpogrela,5.0155,7.2669999999999995,-0.0024999999999999467,1.2595
7083,clindamyci_sb228357,9.531,12.767,-27.638,1.888
7084,clindamyci_sulfadoxin,-1.1096666666666668,-1.7300000000000002,-8.819833333333333,-1.2178333333333333
7085,clindamyci_tafenoquin,-1.8513333333333335,-2.393333333333333,2.923,6.29
7086,clindamyci_thiolactom,3.5879999999999996,8.324333333333334,-2.724,2.333
7087,clindamyci_thioproper,5.3534999999999995,8.818,-6.1594999999999995,1.734
7088,clindamyci_torin-1,6.099999999999999,3.9570000000000003,1.2193333333333334,4.010000000000001
7089,clindamyci_trichostat,2.792666666666667,2.905666666666667,3.7433333333333336,6.367999999999999
7090,clindamyci_verapamil,1.319,5.872333333333334,-5.078,0.3433333333333333
7091,clindamyci_vorinostat,5.549166666666667,7.956,-0.28916666666666657,3.130333333333333
7092,clinofibra_panobinost,7.013,3.4930000000000003,-5.058999999999999,-0.2485
7093,clinofibra_ruxolitini,6.053,5.7685,2.029,4.482
7094,clobetasol_panobinost,3.0685,2.013,-2.154,4.4915
7095,clofibrate_cytarabine,4.42,4.42,4.91,4.99
7096,clofibrate_diazoxide,3.05,3.05,3.91,3.96
7097,clofibrate_digitoxin,-0.68,-0.68,-0.33,-0.23
7098,clofibrate_dihydroart,8.3,8.3,10.24,10.31
7099,clofibrate_docetaxel,2.61,2.61,3.19,3.26
7100,clofibrate_dutasterid,-8.16,-8.16,6.34,6.36
7101,clofibrate_epinephrin,4.68,4.68,5.83,5.9
7102,clofibrate_everolimus,-2.74,-2.74,2.53,2.6
7103,clofibrate_fluvoxamin,-5.68,-5.68,8.22,8.24
7104,clofibrate_hydroxyure,3.1,3.1,3.85,3.86
7105,clofibrate_imatinib,8.17,8.17,9.63,9.7
7106,clofibrate_imipramine,-9.77,-9.77,4.71,4.73
7107,clofibrate_irinotecan,-2.38,-2.38,-2.03,-1.95
7108,clofibrate_mefloquine,4.76,4.76,5.4,5.47
7109,clofibrate_metformin,-8.86,-8.86,4.45,4.45
7110,clofibrate_methotrexa,4.17,4.17,7.44,7.52
7111,clofibrate_methylergo,-4.38,-4.38,10.0,10.02
7112,clofibrate_mycophenol,-2.95,-2.95,-2.17,-2.12
7113,clofibrate_niclosamid,-11.89,-11.89,-5.03,-4.98
7114,clofibrate_olmesartan,-7.55,-7.55,6.74,6.76
7115,clofibrate_panobinost,-6.729,-8.5215,-4.2345,-0.8205
7116,clofibrate_phensuximi,-4.42,-4.42,10.82,10.83
7117,clofibrate_pinacidil,-2.5,-2.5,12.76,12.76
7118,clofibrate_prednisolo,7.14,7.14,10.23,10.3
7119,clofibrate_primidone,-6.95,-6.95,7.45,7.46
7120,clofibrate_pyridostig,-7.23,-7.23,7.18,7.2
7121,clofibrate_rufinamide,-10.92,-10.92,2.44,2.44
7122,clofibrate_ruxolitini,-0.9315,-1.7415,-22.829,0.8485
7123,clofibrate_sorafenib,-4.66,-4.66,7.74,7.74
7124,clofibrate_stanozolol,-6.29,-6.29,6.48,6.48
7125,clofibrate_sulbactam,-11.57,-11.57,2.68,2.68
7126,clofibrate_valproic a,-10.88,-10.88,0.82,0.83
7127,clofibrate_vinblastin,-2.14,-2.14,-1.86,-1.76
7128,clofibrate_zalcitabin,-9.29,-9.29,2.23,2.23
7129,clofibrate_zolinza,5.09,5.09,5.5,5.58
7130,clofibrate_zonisamide,-10.72,-10.72,3.73,3.74
7131,clofibric _cytarabine,1.42,1.42,1.96,2.04
7132,clofibric _diazoxide,0.42,0.42,1.89,1.94
7133,clofibric _digitoxin,-8.45,-8.45,-7.43,-7.34
7134,clofibric _disulfiram,6.29,6.29,9.41,9.49
7135,clofibric _dopamine,-9.94,-9.94,4.68,4.68
7136,clofibric _efavirenz,-7.93,-7.93,9.99,9.99
7137,clofibric _entacapone,-9.45,-9.45,3.77,3.77
7138,clofibric _epinephrin,6.23,6.23,8.24,8.31
7139,clofibric _etomidate,-6.35,-6.35,5.4,5.4
7140,clofibric _hydroxychl,-1.8,-1.8,9.11,9.11
7141,clofibric _hydroxyure,3.7,3.7,4.95,4.97
7142,clofibric _imatinib,3.59,3.59,5.67,5.75
7143,clofibric _imipramine,-4.12,-4.12,8.74,8.74
7144,clofibric _leflunomid,7.74,7.74,10.63,10.65
7145,clofibric _meclofenam,-5.49,-5.49,10.28,10.31
7146,clofibric _mefloquine,1.13,1.13,2.27,2.34
7147,clofibric _methyldopa,-6.57,-6.57,7.33,7.33
7148,clofibric _minoxidil,-12.28,-12.28,-0.25,-0.25
7149,clofibric _minoxidil ,-3.68,-3.68,10.11,10.11
7150,clofibric _mycophenol,3.59,3.59,4.92,4.97
7151,clofibric _prednisolo,5.39,5.39,10.71,10.78
7152,clofibric _primidone,-7.8,-7.8,4.51,4.51
7153,clofibric _probucol,-10.54,-10.54,0.48,0.48
7154,clofibric _raltegravi,-11.54,-11.54,1.11,1.11
7155,clofibric _sodium die,6.78,6.78,9.05,9.13
7156,clofibric _sumatripta,-12.08,-12.08,1.41,1.41
7157,clofibric _tacrine,-3.27,-3.27,8.71,8.71
7158,clofibric _tacrolimus,-7.19,-7.19,2.84,2.84
7159,clofibric _vecuronium,-5.73,-5.73,7.99,7.99
7160,clofibric _vinblastin,-3.92,-3.92,-3.36,-3.26
7161,clofibric _zolinza,-0.97,-0.97,-0.21,-0.13
7162,clofibric _zonisamide,-6.47,-6.47,5.67,5.67
7163,clomifene _clomifene ,-4.2715,-3.7735000000000003,-2.0229999999999997,2.755
7164,clomifene _colchicine,-1.115,-0.796,0.201,1.194
7165,clomifene _omacetaxin,-0.2635,0.1235,-14.149,0.9585
7166,clomifene _panobinost,10.3,7.731,3.563,4.352
7167,clomifene _piperaceta,-5.8740000000000006,-7.292,-11.35,-3.7209999999999996
7168,clomifene _ruxolitini,6.777,11.014,5.293,6.982
7169,clomifene _sunitinib ,-5.203,-4.121,-6.179,1.911
7170,clomiphene_colchicine,-8.99,-2.655,-2.858,-1.117
7171,clomiprami_panobinost,-1.5345,-2.2279999999999998,-4.926,2.3890000000000002
7172,clopidogre_cytarabine,3.97,3.97,4.5,4.5
7173,clopidogre_d-cycloser,-1.96,-1.96,11.66,11.66
7174,clopidogre_diazoxide,5.54,5.54,6.38,6.38
7175,clopidogre_digitoxin,-4.92,-4.92,-4.32,-4.3
7176,clopidogre_dihydroart,7.22,7.22,9.08,9.08
7177,clopidogre_docetaxel,2.76,2.76,3.37,3.37
7178,clopidogre_endoxifen,-5.87,-5.87,3.49,3.49
7179,clopidogre_epinephrin,9.01,9.01,10.14,10.14
7180,clopidogre_everolimus,5.43,5.43,10.37,10.37
7181,clopidogre_fomepizole,-3.12,-3.12,11.25,11.25
7182,clopidogre_hydralazin,-6.97,-6.97,4.65,4.65
7183,clopidogre_hydroxyure,-4.17,-4.17,-3.46,-3.46
7184,clopidogre_imatinib,3.74,3.74,5.16,5.16
7185,clopidogre_leflunomid,10.47,10.47,12.09,12.09
7186,clopidogre_levetirace,-11.48,-11.48,1.96,1.96
7187,clopidogre_maprotilin,2.07,2.07,9.77,9.77
7188,clopidogre_maraviroc,-4.1,-4.1,10.26,10.26
7189,clopidogre_mefloquine,1.75,1.75,2.62,2.62
7190,clopidogre_methotrexa,-6.64,-6.64,-3.18,-3.17
7191,clopidogre_metyrosine,-0.87,-0.87,12.61,12.62
7192,clopidogre_mycophenol,5.01,5.01,5.78,5.78
7193,clopidogre_naltrexone,-8.02,-8.02,5.45,5.45
7194,clopidogre_niclosamid,-4.82,-4.82,1.57,1.57
7195,clopidogre_pramipexol,-7.28,-7.28,6.13,6.13
7196,clopidogre_prednisolo,7.12,7.12,10.4,10.4
7197,clopidogre_raltegravi,-5.94,-5.94,8.18,8.2
7198,clopidogre_ruxolitini,1.18,-3.74,-24.06,-3.67
7199,clopidogre_sodium die,8.26,8.26,9.79,9.79
7200,clopidogre_theophylli,-3.45,-3.45,10.68,10.68
7201,clopidogre_trifluprom,-9.28,-9.28,3.28,3.28
7202,clopidogre_valproic a,-0.44,-0.44,12.46,12.47
7203,clopidogre_vinblastin,3.01,3.01,3.54,3.57
7204,clopidogre_zafirlukas,-9.78,-9.78,4.14,4.14
7205,clopidogre_zolinza,3.15,3.15,3.81,3.81
7206,clotrimazo_panobinost,-0.0995,0.66,0.481,4.031000000000001
7207,clotrimazo_ruxolitini,4.007,4.188000000000001,-0.5215000000000001,4.7685
7208,clozapine_panobinost,8.841,9.768,-2.387,3.3495
7209,cnf-2024_combretast,3.062,3.042,4.788,6.096
7210,cnf-2024_cudc-101,2.52,4.153,0.814,3.921
7211,cnf-2024_cyanein,5.893,5.503,1.877,3.883
7212,cnf-2024_daporinad,-7.903,-10.85,-8.728,-7.106
7213,cnf-2024_dasatinib,5.867,5.398,-16.281,4.561
7214,cnf-2024_dorsomorph,3.493,4.579,-0.061,1.225
7215,cnf-2024_entinostat,9.315,7.634,-25.419,-1.068
7216,cnf-2024_fingolimod,8.609,8.526,-0.557,0.492
7217,cnf-2024_gdc-0980,8.024,10.119,5.454,7.846
7218,cnf-2024_gsk-j4,6.567,8.778,-2.049,1.331
7219,cnf-2024_ibrutinib,1.202,-0.222,3.213,5.216
7220,cnf-2024_jq1,8.225,7.585,-4.982,4.351
7221,cnf-2024_mebendazol,6.179,6.196,3.439,2.927
7222,cnf-2024_mefloquine,4.82,5.565,2.772,5.439
7223,cnf-2024_navitoclax,2.719,2.156,-18.826,-3.546
7224,cnf-2024_niclosamid,8.685,7.376,-3.231,-1.333
7225,cnf-2024_nutlin-3,2.637,2.43,-22.828,-0.91
7226,cnf-2024_nvp-auy922,9.547,9.869,-4.412,1.316
7227,cnf-2024_oridonin,7.262,8.673,-3.01,0.469
7228,cnf-2024_paeonol,11.197,12.561,-0.649,0.007
7229,cnf-2024_panobinost,4.974,3.826,3.794,6.952
7230,cnf-2024_pf-0469150,6.505,6.815,3.756,5.125
7231,cnf-2024_podofilox,9.539,7.503,-5.683,-2.889
7232,cnf-2024_prochlorpe,3.0,1.667,-0.608,0.005
7233,cnf-2024_ruxolitini,-3.0425,-3.396,-2.082,1.58
7234,cnf-2024_salinomyci,8.564,9.799,1.785,4.511
7235,cnf-2024_sepantroni,7.726,5.228,-2.603,-1.266
7236,cnf-2024_spc-839,6.494,7.149,-21.322,-0.541
7237,cnf-2024_trametinib,3.806,2.069,1.914,3.742
7238,cnx-774_panobinost,5.952,5.7815,-1.6185,7.1080000000000005
7239,co-1686 (a_panobinost,7.76,7.43,4.54,7.69
7240,co-v_crizotinib,-0.8528571428571429,3.1369387755102043,-4.278163265306122,2.267959183673469
7241,co-v_cyclophosp,1.2103846153846154,1.1228846153846155,-1.9951923076923077,-2.125576923076923
7242,co-v_dacarbazin,-1.3168965517241378,-1.5091379310344828,-3.187241379310345,-2.2898275862068966
7243,co-v_dasatinib,-1.3810344827586205,0.08499999999999999,-5.059655172413793,-1.2898275862068966
7244,co-v_docetaxel,-3.8552631578947367,-3.650526315789474,-6.152368421052632,-3.893157894736842
7245,co-v_erlotinib ,-0.6266037735849057,-0.40981132075471693,-2.441320754716981,-1.8333962264150945
7246,co-v_exemestane,-0.4003333333333333,-0.06466666666666665,-1.464,0.30516666666666664
7247,co-v_fulvestran,0.3176785714285714,0.4014285714285714,-1.8499999999999999,-1.7155357142857142
7248,co-v_hydroxyure,-2.1227586206896554,-0.6448275862068965,-0.868448275862069,-0.6706896551724137
7249,co-v_imatinib,0.6266666666666666,1.056140350877193,-1.7559649122807017,-1.4699999999999998
7250,co-v_imiquimod,-0.48894736842105263,-0.055614035087719296,-1.0547368421052632,-1.316842105263158
7251,co-v_lenalidomi,-2.16448275862069,-1.5760344827586206,-0.3579310344827586,-0.36017241379310344
7252,co-v_letrozole,0.47145454545454546,-0.10145454545454545,-2.133272727272727,-2.076
7253,co-v_mechloreth,-3.0712280701754384,-0.6164912280701754,-4.433333333333334,-0.8714035087719297
7254,co-v_megestrol ,0.6303508771929824,-1.4784210526315789,-3.821578947368421,-3.459824561403509
7255,co-v_methotrexa,-1.196,-1.8482857142857143,-14.849428571428572,-1.9482857142857142
7256,co-v_methoxsale,-0.5389285714285713,-0.8441071428571428,-2.3185714285714285,-2.1533928571428573
7257,co-v_nsc 85998,1.0049152542372881,-0.156271186440678,-1.2459322033898306,-0.1659322033898305
7258,co-v_pazopanib ,-0.0029824561403508964,3.0119298245614035,1.5968421052631578,2.2491228070175437
7259,co-v_pipobroman,-2.9881355932203393,-1.1883050847457628,-2.1527118644067795,-2.0496610169491527
7260,co-v_pralatrexa,0.8048148148148149,0.056851851851851876,-2.291111111111111,-2.723888888888889
7261,co-v_quinacrine,-2.570689655172414,-0.9960344827586206,-6.1243103448275855,-2.7520689655172417
7262,co-v_romidepsin,1.0376470588235294,0.4964705882352941,-15.43764705882353,-1.834705882352941
7263,co-v_ruxolitini,-0.026666666666666655,2.9121666666666663,-1.7618333333333331,0.8163333333333334
7264,co-v_sorafenib,0.6340740740740741,1.7798148148148147,-0.9657407407407407,-1.0038888888888888
7265,co-v_thalidomid,-1.7648214285714285,-1.2389285714285714,-2.0726785714285714,-1.751607142857143
7266,co-v_thioguanin,-3.2150877192982454,-2.3352631578947367,-13.897368421052631,-1.65859649122807
7267,co-v_thiotepa,-1.964655172413793,1.0793103448275863,-0.39189655172413795,0.9958620689655172
7268,co-v_topotecan ,-5.058157894736842,-1.4736842105263157,-15.572368421052632,-1.4176315789473684
7269,co-v_tretinoin,-1.7021428571428572,-1.2564285714285715,-2.5242857142857145,-1.9782142857142857
7270,co-v_triethylen,-1.653448275862069,0.6655172413793103,-5.110689655172414,0.886551724137931
7271,co-v_uracil mus,-3.464107142857143,-1.5194642857142857,-6.8810714285714285,-1.0916071428571428
7272,co-v_vandetanib,-1.5605357142857144,2.940714285714286,-1.957857142857143,2.6028571428571428
7273,co-v_vincristin,-1.31775,-0.32975000000000004,-5.57575,-1.3367499999999999
7274,co-v_vismodegib,-0.582280701754386,3.947719298245614,0.38736842105263153,2.7449122807017545
7275,co-v_zoledronic,0.005789473684210543,0.03771929824561403,-0.9971929824561403,-1.3435087719298244
7276,co-v_zolinza,-0.9098245614035088,1.3531578947368421,-9.022280701754386,-1.5401754385964912
7277,cobimetini_everolimus,2.556,2.454,10.982,11.503
7278,cobimetini_gdc-0068,11.75,12.215,6.035,6.6850000000000005
7279,cobimetini_gdc-0980,6.890000000000001,5.947333333333334,3.6776666666666666,5.5409999999999995
7280,cobimetini_gsk-690693,9.061666666666667,9.402666666666667,6.013000000000001,7.272333333333333
7281,cobimetini_gsk690693,7.760000000000001,8.06,5.159999999999999,6.236666666666667
7282,cobimetini_nvp-bgt226,6.513,5.853,-10.739999999999998,4.5954999999999995
7283,cobimetini_pf-0469150,13.14,12.56,5.8,7.33
7284,cobimetini_ponatinib ,-3.915,-0.98,-22.205,0.07
7285,cobimetini_pralatrexa,4.5345,2.4505000000000003,-7.1339999999999995,-0.8195
7286,cobimetini_triciribin,5.523,4.516500000000001,1.1935,2.6985
7287,cobimetini_visudyne,8.67,8.86,-7.6,-1.16
7288,colchicine_omacetaxin,0.207,0.153,-0.323,0.496
7289,colchicine_panobinost,3.5885,2.1295,7.1195,10.872
7290,colchicine_piperaceta,3.04,4.8065,8.3605,10.127500000000001
7291,colchicine_ruxolitini,9.812,8.4885,7.138,10.9585
7292,combretast_cudc-101,12.717,11.659,-12.915,0.466
7293,combretast_cyanein,3.215,3.835,-5.246,-2.519
7294,combretast_daporinad,1.6005,0.6319999999999999,1.8239999999999998,4.245
7295,combretast_dasatinib,10.3,12.67,2.352,9.085
7296,combretast_dorsomorph,-1.598,1.312,-6.912,3.257
7297,combretast_entinostat,8.113,12.265,2.157,3.175
7298,combretast_epz005687,0.25,-2.96,-29.04,-2.09
7299,combretast_epz015666,-0.45,-4.79,-27.9,-6.51
7300,combretast_fingolimod,7.086,11.163,-2.374,-0.871
7301,combretast_gemcitabin,-0.7055,0.20600000000000002,-27.083,-0.2595
7302,combretast_glpg0187,5.31,3.03,-27.87,-0.64
7303,combretast_gsk-j4,5.647,7.897,-0.506,1.423
7304,combretast_ibrutinib,0.092,0.441,0.618,0.532
7305,combretast_jq1,10.069,9.064,8.735,12.339
7306,combretast_mebendazol,6.3705,6.88,0.5975,6.5315
7307,combretast_mefloquine,-2.98,3.015,0.372,2.247
7308,combretast_methotrexa,-2.8815,-3.377,-6.0504999999999995,0.7030000000000001
7309,combretast_milciclib ,-3.09,-4.3,-1.13,1.26
7310,combretast_mk-2206,4.33,5.535,4.3325,7.3565000000000005
7311,combretast_navitoclax,-0.034,1.999,-14.658,0.209
7312,combretast_niclosamid,6.813,5.853,-0.581,1.063
7313,combretast_nutlin-3,7.289,9.732,-1.457,-1.08
7314,combretast_nvp-auy922,4.008,12.189,-2.373,-0.713
7315,combretast_oridonin,6.496,9.948,-7.628,-1.814
7316,combretast_paeonol,0.264,1.157,-0.618,1.565
7317,combretast_pf-0469150,5.316,6.659,7.705,8.753
7318,combretast_prochlorpe,-3.892,-1.546,-1.27,2.378
7319,combretast_raloxifene,-3.117,-4.286,-16.809,-4.625
7320,combretast_ruxolitini,4.3945,3.5989999999999998,4.7775,5.957
7321,combretast_salinomyci,10.074,9.26,3.437,4.925
7322,combretast_sepantroni,9.211,8.02,0.598,2.225
7323,combretast_thz1,6.792999999999999,6.8335,1.6005,5.111
7324,combretast_tic10,-3.11,-4.66,-15.78,-0.75
7325,combretast_trametinib,10.579,10.3625,4.5815,11.035499999999999
7326,compb_panobinost,-1.25,0.28,1.51,6.28
7327,compound 2_panobinost,2.773,2.212,-15.311,2.029
7328,compound 3_panobinost,6.407,4.197,-22.951,-0.427
7329,compound 7_panobinost,9.889,8.279,-13.135,4.062
7330,compound 7_ruxolitini,4.163,3.139,-1.363,2.475
7331,copanlisib_ibrutinib ,-1.6649999999999998,-1.715,4.96,6.49
7332,cortisone _panobinost,0.673,-5.331,-0.4415,0.1785
7333,cortivazol_genz-66917,-2.0256666666666665,-2.388,-3.5453333333333332,0.35533333333333333
7334,cortivazol_ibrutinib,-7.048,-6.392,-7.606,8.534
7335,cortivazol_ivermectin,2.0976666666666666,1.4640000000000002,-7.094333333333334,3.0686666666666667
7336,cortivazol_ml238,4.256,4.046,-1.8579999999999999,2.4506666666666668
7337,cortivazol_panobinost,-1.261,1.448,-3.512,2.593
7338,cortivazol_ruxolitini,8.078,1.323,-27.257,-1.766
7339,costunolid_panobinost,-0.326,-0.968,-4.59,1.498
7340,costunolid_ruxolitini,-4.302,-7.2405,-8.6285,-6.538
7341,cot inhibi_ruxolitini,6.58,5.48,-12.41,2.61
7342,cp-456773_panobinost,0.09,-3.608,-24.946,-3.62
7343,cp-91149_panobinost,1.355,-5.6195,-18.312,-4.2485
7344,cpepck inh_ibrutinib,0.541,0.465,-28.593,1.203
7345,cpepck inh_ruxolitini,-6.898,1.954,-1.284,2.294
7346,cpi-0610_panobinost,3.9695,2.622,-9.5595,2.572
7347,cpi-1189_panobinost,5.5265,6.638999999999999,-19.4675,2.821
7348,cpi-169 ra_panobinost,3.212,1.2795,-20.615,2.9290000000000003
7349,cpi-360_panobinost,4.177,1.871,3.0935,1.072
7350,cpi-4203_panobinost,5.9365000000000006,5.1690000000000005,3.2,3.7205
7351,cpi-613_panobinost,-1.4495,-7.047499999999999,-25.820500000000003,-5.510999999999999
7352,cpi-637_panobinost,-7.422000000000001,-7.419,-10.441,-0.548
7353,crenigaces_panobinost,-6.8235,-5.25,2.4505,5.1085
7354,crenolanib_gmx-1778,12.366,11.355,-2.411,0.787
7355,crenolanib_gsk-461364,9.9,6.399,-23.906,-2.822
7356,crenolanib_gsk461364,9.9,6.4,-24.24,-2.82
7357,crenolanib_jq1,-1.773,3.215,-9.462,-5.883
7358,crenolanib_lenvatinib,13.65,6.05,-12.93,-11.01
7359,crenolanib_mk-4827,1.8945833333333333,2.5254166666666666,-2.2108333333333334,1.13625
7360,crenolanib_ncgc000950,8.27,6.27,-16.43,-5.04
7361,crenolanib_ncgc000951,2.17,-0.6,-10.24,-7.48
7362,crenolanib_ncgc001635,2.11,0.51,-3.23,-2.05
7363,crenolanib_pf-0492911,11.04,8.33,-26.78,-6.14
7364,crenolanib_salinomyci,8.273,6.276,-16.427,-5.04
7365,crenolanib_snx-5422,11.042,8.336,-26.794,-6.141
7366,crenolanib_vincristin,11.692,-1.37,-13.289,-10.600999999999999
7367,crenolanib_yk-4-279,8.993500000000001,5.893,-6.13,-2.082
7368,crenolanib_zinc175455,12.79,9.92,-13.99,-8.08
7369,crizotinib_cyanein,3.729,2.225,-0.017,3.563
7370,crizotinib_cyclophosp,0.36833333333333335,0.4774999999999999,-8.59,-1.8905555555555555
7371,crizotinib_dacarbazin,-1.0650549450549451,-0.5585714285714286,-7.655384615384615,-1.896923076923077
7372,crizotinib_daporinad,3.914,2.368,-6.524,-2.561
7373,crizotinib_dasatinib,0.21972826086956518,2.9184347826086956,-1.6702282608695653,2.2456304347826084
7374,crizotinib_dinaciclib,4.03,6.15,-5.89,3.84
7375,crizotinib_docetaxel,2.5462745098039212,4.449411764705882,-6.547058823529412,4.511764705882353
7376,crizotinib_eeyarestat,1.136,7.3875,-0.192,3.345
7377,crizotinib_erlotinib,1.093,9.476,3.671,5.2780000000000005
7378,crizotinib_erlotinib ,0.9974545454545455,4.881272727272727,-2.9970909090909092,3.914181818181818
7379,crizotinib_everolimus,7.333,9.206,4.834,7.5705
7380,crizotinib_exemestane,-0.48336206896551726,-0.28758620689655173,-3.7744827586206893,-0.721551724137931
7381,crizotinib_fccp,3.4665,11.6665,4.049,2.533
7382,crizotinib_fulvestran,0.19245614035087724,3.9324561403508773,-1.465263157894737,3.024561403508772
7383,crizotinib_ganetespib,-1.095,2.833,-3.701,-0.381
7384,crizotinib_gmx-1778,4.994,5.265,-4.788,-0.104
7385,crizotinib_hydroxyure,-1.7441666666666666,0.18416666666666673,-7.445833333333333,-0.5052083333333334
7386,crizotinib_ibrutinib,4.598,2.354,-7.411,3.182
7387,crizotinib_imatinib,0.966923076923077,0.4558974358974359,-7.37051282051282,-1.7097435897435895
7388,crizotinib_imiquimod,0.37932203389830516,-1.0891525423728814,-7.789661016949152,-3.3054237288135595
7389,crizotinib_irinotecan,-0.995,5.038,-11.721,-0.805
7390,crizotinib_ixazomib,0.003,5.275,-3.516,0.198
7391,crizotinib_jq1,-10.397,-7.528,-4.063,-1.679
7392,crizotinib_lenalidomi,-2.118278846153846,-0.5989471153846154,-8.953264423076924,-1.0859471153846154
7393,crizotinib_letrozole,0.07320754716981129,3.01622641509434,-5.153584905660377,1.7688679245283019
7394,crizotinib_mebendazol,-3.25,4.021,2.5995,3.781
7395,crizotinib_mechloreth,-2.743392857142857,-1.2855357142857142,-8.496785714285714,-2.8808928571428574
7396,crizotinib_megestrol ,0.5834375,1.04890625,-6.9478125,-1.40640625
7397,crizotinib_methotrexa,-2.6456603773584906,-1.5022641509433963,-8.013962264150944,-1.7916981132075471
7398,crizotinib_methoxsale,0.661304347826087,3.2682608695652173,-7.925869565217391,0.7323913043478261
7399,crizotinib_mk-1775,-11.115,-5.544,0.983,2.058
7400,crizotinib_nsc 85998,-0.7694285714285715,-3.7925714285714287,-10.487714285714285,-4.5602857142857145
7401,crizotinib_orlistat,-8.5055,-6.4005,-0.2145,0.4635
7402,crizotinib_panobinost,-0.3834999999999999,-1.2655,-1.437,2.21325
7403,crizotinib_pazopanib ,0.5809302325581396,4.095697674418605,-3.699767441860465,2.791976744186046
7404,crizotinib_pipobroman,-3.50537037037037,-0.4746296296296297,-4.877777777777777,-0.8248148148148148
7405,crizotinib_plinabulin,2.9335,6.151999999999999,3.489,7.181
7406,crizotinib_pralatrexa,-1.2846296296296298,-1.1337037037037037,-5.051481481481482,-2.373333333333333
7407,crizotinib_quinacrine,-0.28018867924528296,3.035094339622642,-2.884150943396226,2.3639622641509432
7408,crizotinib_ribociclib,-1.5099999999999998,4.6129999999999995,-3.2270000000000003,0.9079999999999999
7409,crizotinib_romidepsin,-1.6036363636363637,-2.0318181818181817,-8.818484848484848,-2.018787878787879
7410,crizotinib_ruxolitini,-0.051661458333333334,2.3101302083333333,-3.4430885416666666,0.9042500000000001
7411,crizotinib_selumetini,4.81,11.59,4.99,5.73
7412,crizotinib_sorafenib,-4.844423076923077,-3.7528846153846156,-9.032307692307693,-4.59173076923077
7413,crizotinib_teriflunom,-10.053,-7.617,-21.22,-1.012
7414,crizotinib_thalidomid,0.8737209302325581,5.200232558139535,-5.985116279069768,3.3030232558139536
7415,crizotinib_thioguanin,-2.925948275862069,-0.8268965517241379,-6.647068965517242,-0.8836206896551724
7416,crizotinib_thiotepa,-3.794464285714286,-2.4083928571428572,-6.558035714285714,-2.612142857142857
7417,crizotinib_thz1,-1.351,1.917,-0.356,3.609
7418,crizotinib_tic10 isom,-10.46,-5.93,-3.75,-1.55
7419,crizotinib_topotecan ,-4.382352941176471,-1.4111764705882353,-10.829411764705881,-1.8152941176470587
7420,crizotinib_tretinoin,-0.8976470588235295,0.04039215686274508,-4.696666666666666,-0.6780392156862745
7421,crizotinib_triptolide,4.843,6.739,-3.479,1.225
7422,crizotinib_uracil mus,-1.8553097345132743,0.6018584070796461,-4.129380530973451,0.5238938053097345
7423,crizotinib_valproic a,3.696,10.602,-9.184,0.307
7424,crizotinib_vandetanib,-0.9725892857142856,2.486785714285714,-3.8061607142857143,1.5673214285714285
7425,crizotinib_vincristin,2.1228800000000003,4.8978,-5.84041,4.26805
7426,crizotinib_vismodegib,-0.7465686274509804,1.6512745098039217,-5.050784313725489,0.2315686274509804
7427,crizotinib_vorinostat,-11.707,-9.151,-5.234,-2.382
7428,crizotinib_zoledronic,-0.6631481481481482,3.8627777777777776,-4.812777777777778,3.208888888888889
7429,crizotinib_zolinza,-2.5719298245614035,-0.37649122807017543,-6.337719298245614,-0.635438596491228
7430,cromoglyca_ruxolitini,9.01,11.2,3.91,4.15
7431,cryptotans_panobinost,-3.3755,-3.092,-0.8765000000000001,0.751
7432,cryptotans_ruxolitini,-10.2695,-11.411,-12.717,-1.4615
7433,ct-98014_panobinost,-4.667,-7.624,-22.645,-3.425
7434,ct-98014_ruxolitini,7.929,3.818,-7.264,-5.665
7435,ct-99021_ibrutinib,-2.99,-4.791,-14.991,-1.879
7436,ct-99021_panobinost,-1.38,-3.303,-23.184,-2.95
7437,ct-99021_ruxolitini,-3.744,0.218,-9.938,0.217
7438,ctk8f0346_ruxolitini,6.85,8.62,1.86,4.25
7439,cubicin_ruxolitini,8.87,6.33,-28.6,-0.48
7440,cudc-101_cyanein,7.348,6.553,-0.274,1.698
7441,cudc-101_daporinad,6.905,3.052,-2.979,2.666
7442,cudc-101_dasatinib,-6.1415,-2.1420000000000003,-3.848,1.56
7443,cudc-101_dorsomorph,0.681,8.5805,2.86,3.8609999999999998
7444,cudc-101_entinostat,8.073,12.878,-2.64,-0.655
7445,cudc-101_flavopirid,2.14,2.13,-14.56,-10.12
7446,cudc-101_fostamatin,-10.44,-8.14,-5.74,-0.98
7447,cudc-101_gdc-0980,4.551,4.979,6.502,8.29
7448,cudc-101_ibrutinib,3.1,3.661,5.735,7.807
7449,cudc-101_luminespib,-4.68,-1.73,-0.55,-0.65
7450,cudc-101_mefloquine,-3.098,-1.4289999999999998,-5.5169999999999995,-1.2595
7451,cudc-101_mifepristo,8.286,12.821,-3.788,2.103
7452,cudc-101_ncgc000172,7.35,6.55,-0.48,1.7
7453,cudc-101_ncgc000950,5.48,6.51,-1.73,1.26
