Drug1,Drug2,Cell line,ZIP,Bliss,Loewe,HSA,classification,combination_id,chemical_1,chemical_2,z_score_sum,min_max_score_sum,degree_centrality_1,degree_centrality_2,clustering_1,clustering_2,pagerank_1,pagerank_2,closeness_1,closeness_2,betweenness_1,betweenness_2
lenalidomide,celecoxib,HT29,-0.94,3.3,-23.98,2.86,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,IGROV1,-4.32,-6.76,-3.56,-3.64,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,K-562,-3.44,-0.25,-20.44,1.01,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,LOX IMVI,-3.52,-6.16,-4.3,-3.99,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,M14,0.08,0.35,-0.41,-0.44,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MALME-3M,1.07,-0.49,-3.48,-3.48,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MCF7,-3.25,-2.99,-2.05,-1.57,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MDA-MB-231,-0.98,-1.21,-1.27,-1.08,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MDA-MB-435,-0.24,0.36,-1.76,-1.76,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MDA-MB-468,-0.65,-3.77,-4.98,-4.98,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,MOLT-4,-1.01,-1.51,-9.3,-5.24,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCI-H226,-1.78,-0.81,1.25,0.45,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCI-H322M,-3.62,-9.6,-7.2,-8.0,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCI-H460,-1.53,4.49,3.18,3.18,synergy,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCI-H522,-4.39,-7.96,-7.49,-5.66,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCIH23,-4.11,-0.99,0.43,2.02,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,NCI\\/ADR-RES,-3.81,-4.03,-1.78,-1.95,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,OVCAR-4,-2.26,-2.17,-3.68,-2.25,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,OVCAR-5,-2.76,-4.15,-16.06,-4.43,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,OVCAR-8,-2.67,-3.83,-1.95,-2.5,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,OVCAR3,-1.9,-1.44,0.5,-0.34,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,PC-3,-3.4,-0.21,3.1,3.18,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,RPMI-8226,-0.38,4.02,2.47,2.8,synergy,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,RXF 393,-1.67,-5.18,-4.01,-4.25,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SF-268,-2.5,1.65,2.51,2.34,synergy,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SF-295,-3.6,-4.21,-2.84,-2.54,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SF-539,-3.36,-6.21,-3.21,-3.58,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SK-MEL-2,-3.75,-8.43,-9.63,-7.43,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SK-MEL-28,-0.2,-3.58,-5.39,-5.45,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SK-MEL-5,0.86,-0.83,-1.64,-2.93,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SK-OV-3,-2.06,-2.7,-1.99,-1.75,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SN12C,-3.46,-0.55,0.17,0.17,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SNB-19,-2.34,-3.62,-6.32,-2.77,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SNB-75,-2.96,-2.9,-2.73,-2.73,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SR,-5.09,-2.65,-1.25,0.0,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,SW-620,-3.27,-6.66,-5.68,-5.68,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,T-47D,-2.57,-3.88,-2.96,-2.26,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,TK-10,0.35,-1.94,-3.86,-3.39,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,U251,-4.42,-0.69,2.16,2.27,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,UACC-257,-0.34,0.78,1.41,1.25,synergy,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,UACC62,-0.45,-3.42,-4.54,-4.43,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,celecoxib,UO-31,-2.42,-6.45,-7.11,-6.72,antagonism,celecoxib_lenalidomi,CIDs00216326,CIDs00002662,1.5511290685430357,0.0201124109007956,0.11948249619482496,0.3120243531202435,0.8400293973542381,0.4189754904884012,0.0010195648697227317,0.0026258019401747316,0.5265285547186617,0.5903573880757235,3.8088440602623924e-05,0.0025570381095426434
lenalidomide,cyclophosphamide,786-0,-0.91,0.11,-2.07,-1.94,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,A498,0.42,2.31,-0.6,-0.43,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,A549,-3.65,-4.76,-5.09,-3.8,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,ACHN,-0.12,3.32,-0.88,0.78,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,BT-549,-1.42,2.49,1.9,2.54,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,CAKI-1,0.2,5.84,-1.55,0.69,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,CCRF-CEM,-5.46,-1.88,-4.59,-4.17,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,COLO 205,-2.57,-12.27,-9.83,-11.24,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,DU-145,-1.4,-2.81,-3.59,-3.39,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,EKVX,2.61,6.93,4.32,4.32,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HCC-2998,3.21,2.69,2.34,1.84,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HCT-15,-1.03,4.1,2.83,3.16,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HCT116,-2.46,-7.86,-5.97,-6.06,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HL-60(TB),-5.65,-8.58,-5.77,-5.15,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HOP-62,-4.01,-2.51,-0.21,-0.7,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HOP-92,1.21,4.14,-2.5,-2.03,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HS 578T,0.44,-0.7,-1.42,-2.24,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,HT29,-2.69,-7.17,-6.44,-6.44,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,IGROV1,0.81,4.95,1.97,2.59,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,K-562,-1.45,-6.22,-6.96,-5.67,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,KM12,0.42,7.28,-0.8,0.01,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,LOX IMVI,-1.91,0.69,-1.26,-0.54,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,M14,-0.56,0.09,-0.36,-0.36,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,MALME-3M,-1.46,-4.21,-3.46,-3.64,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,MCF7,-1.15,1.79,0.7,0.7,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,MDA-MB-231,-0.98,-7.34,-8.41,-7.75,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,MDA-MB-435,-2.33,-2.79,-0.62,-1.31,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,MDA-MB-468,-0.64,-1.25,-2.0,-2.0,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,NCI-H226,1.53,0.84,-2.88,-2.88,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,NCI-H322M,-1.01,1.22,2.82,2.74,synergy,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,NCI-H460,-2.68,-3.1,-1.99,-1.99,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
lenalidomide,cyclophosphamide,NCI-H522,-1.07,-3.21,-4.46,-3.59,antagonism,cyclophosp_lenalidomi,CIDs00216326,CIDs00002907,1.7856476005247692,0.0320791394919143,0.11948249619482496,0.365296803652968,0.8400293973542381,0.363169798190675,0.0010195648697227317,0.003041394499804421,0.5265285547186617,0.6104394427493152,3.8088440602623924e-05,0.002500539369534671
